"Ano","Resposta","Tamanho_Amostra","Latitude","Longitude","Tabaco_Mascavel","Ja_fumou","Fuma_regularmente","Masculino","Ensino_Fund"
2013,8.4,1233,41.56266102,-72.649840952,1,0,0,1,0
2011,3.9,2699,35.466220975,-79.159250463,0,0,0,0,1
2008,1.5,1626,39.766910452,-86.149960194,0,0,1,0,1
2000,29.9,998,41.56266102,-72.649840952,0,1,0,0,1
2016,1.8,1475,32.840571122,-86.631860762,1,0,1,1,1
2002,1.2,1292,41.56266102,-72.649840952,1,0,0,0,1
2012,7.3,785,32.745510099,-89.538030825,0,0,1,1,0
2015,3,852,38.665510202,-80.712640135,1,0,0,0,0
2000,1.4,630,21.304850435,-157.857749403,1,0,1,1,0
2003,33.6,5926,32.745510099,-89.538030825,0,1,0,0,1
2005,1.6,693,40.485010283,-88.997710178,1,0,1,1,1
2002,19,4239,28.932040377,-81.928960539,0,0,0,1,0
1999,50.2,954,35.472031356,-97.521070214,1,1,0,1,0
2002,2.3,1841,42.827001032,-75.543970427,1,0,0,0,0
1999,43.4,1046,35.472031356,-97.521070214,0,1,0,0,1
2011,16.8,692,38.635790776,-92.566300053,0,0,0,0,0
2003,11,4791,32.745510099,-89.538030825,0,0,1,1,0
2008,1.5,937,44.393191174,-89.816370742,1,0,0,0,0
2012,5,867,32.745510099,-89.538030825,0,0,0,0,1
2012,42.7,776,32.745510099,-89.538030825,0,1,0,0,0
1999,17.6,624,32.839681093,-83.627580346,1,1,0,1,1
2015,26.5,899,21.304850435,-157.857749403,0,1,0,0,0
2001,27.4,1446,32.839681093,-83.627580346,0,0,0,1,0
2006,0.5,1471,41.641040988001,-99.365720623,1,0,1,0,0
2001,17.2,733,41.708280193,-71.522470314,1,1,0,1,0
2008,3.7,956,44.393191174,-89.816370742,1,0,1,1,0
2016,4.7,1173,44.353130053,-100.373530637,1,1,0,0,1
2002,16.6,1295,41.641040988001,-99.365720623,1,1,0,1,1
2002,57.8,688,44.393191174,-89.816370742,0,1,0,0,0
2005,7.2,1002,34.86597028,-111.763811277,0,0,0,0,1
2004,4.2,896,42.469400913,-93.816490556,1,0,1,1,0
2002,0.2,751,40.060210141,-82.404260056,1,0,1,0,1
2005,2.9,596,33.998821303,-81.045371207,0,0,1,1,1
1999,70,433,34.748650124,-92.274490743,0,1,0,0,0
2009,3.8,558,33.998821303,-81.045371207,1,0,0,0,0
2008,6.9,915,32.745510099,-89.538030825,0,0,0,0,1
2009,5.2,1173,34.86597028,-111.763811277,0,0,0,1,1
2000,12.1,703,42.469400913,-93.816490556,1,1,0,0,0
2013,1.9,931,38.3477403,-98.200781227,1,0,0,1,1
2008,1.1,1417,37.645970271,-84.774971048,1,0,1,0,0
2005,48.3,885,32.839681093,-83.627580346,0,1,0,0,0
2009,7.5,750,38.635790776,-92.566300053,1,0,1,1,0
2003,2.8,5455,32.745510099,-89.538030825,1,0,0,0,0
2004,0.5,732,40.060210141,-82.404260056,1,0,1,0,1
2007,6.7,1694,35.472031356,-97.521070214,1,0,0,1,1
2000,6.9,842,38.665510202,-80.712640135,0,0,1,1,1
2005,2.3,1591,35.466220975,-79.159250463,1,0,0,0,0
1999,39.7,541,38.3477403,-98.200781227,0,1,0,0,1
2000,2.3,1002,42.827001032,-75.543970427,1,0,0,1,1
2001,0.4,4212,40.793730152,-77.860700294,1,0,1,0,0
2009,0.3,1686,35.466220975,-79.159250463,1,0,1,0,0
1999,1,941,44.353130053,-100.373530637,0,0,1,0,1
2000,18,1570,41.641040988001,-99.365720623,1,0,0,1,0
2009,38.2,892,35.472031356,-97.521070214,1,1,0,1,0
2000,5.1,780,35.472031356,-97.521070214,1,0,1,1,1
2002,37.5,4154,35.68094058,-85.774490914,0,1,0,1,1
1999,10.2,1647,41.641040988001,-99.365720623,0,0,0,1,1
2007,8,1085,34.86597028,-111.763811277,0,0,0,0,1
2002,3,1651,42.827001032,-75.543970427,1,0,1,1,0
2010,20.6,588,40.485010283,-88.997710178,1,1,0,1,0
2006,26.1,1631,39.766910452,-86.149960194,1,1,0,1,0
2006,46.7,1088,42.469400913,-93.816490556,0,1,0,0,0
2012,6.2,806,32.745510099,-89.538030825,0,0,1,0,0
2003,1.9,5699,37.638640123,-120.999999538,1,0,0,0,1
2006,24.8,1080,41.641040988001,-99.365720623,0,1,0,0,1
2009,20.2,612,42.469400913,-93.816490556,0,0,0,1,0
2013,34.9,2136,35.466220975,-79.159250463,0,1,0,0,0
2003,10.3,712,38.635790776,-92.566300053,1,1,0,0,0
2008,11.8,665,42.469400913,-93.816490556,0,1,0,1,1
2001,12.6,695,43.655950113,-71.50036092,0,0,1,1,0
2008,7.4,1159,40.793730152,-77.860700294,0,0,1,0,0
2006,3.2,1830,37.645970271,-84.774971048,1,0,1,1,1
2011,2.4,772,21.304850435,-157.857749403,1,0,0,1,1
2013,25.9,633,21.304850435,-157.857749403,0,1,0,1,0
2014,0.2,975,40.130570048,-74.273691288,0,0,1,1,1
2003,7.9,1060,41.708280193,-71.522470314,0,0,1,0,0
1999,7.9,3021,35.466220975,-79.159250463,1,1,0,0,1
2001,0.7,2274,40.130570048,-74.273691288,1,0,1,1,1
2007,25.7,752,43.655950113,-71.50036092,1,1,0,1,0
2013,6.2,1214,41.641040988001,-99.365720623,0,0,1,1,0
2000,65.3,747,44.353130053,-100.373530637,0,1,0,0,0
2002,4.8,621,32.840571122,-86.631860762,1,0,1,1,0
2010,10.6,669,40.485010283,-88.997710178,1,1,0,1,1
2002,0.8,2312,43.625381239,-72.517640791,1,0,1,1,1
2007,35.2,733,38.665510202,-80.712640135,0,1,0,0,1
2014,2.4,936,46.355648736,-94.794200503,1,1,0,0,1
2005,3.7,848,47.475319779,-100.118421049,1,0,0,0,0
2001,17.4,2052,28.932040377,-81.928960539,1,1,0,1,0
2006,1.6,1759,39.766910452,-86.149960194,0,0,1,0,1
2005,1,660,35.472031356,-97.521070214,1,0,1,0,0
2001,15.3,4171,40.793730152,-77.860700294,0,0,1,0,0
2015,0.4,1099,21.304850435,-157.857749403,0,0,1,1,1
2011,0.4,1028,47.475319779,-100.118421049,1,0,1,0,1
1999,13.9,594,32.839681093,-83.627580346,0,0,0,1,1
2015,2.9,927,47.475319779,-100.118421049,0,0,0,1,1
2004,0.1,835,18.335765,-64.896335,0,0,1,0,1
2000,1.4,499,18.335765,-64.896335,0,0,1,1,0
2004,5.2,848,18.335765,-64.896335,1,1,0,0,1
2017,17,993,38.665510202,-80.712640135,0,1,0,1,1
2017,4,719,38.665510202,-80.712640135,0,0,1,0,0
2017,14.3,873,31.312660644,-92.445680071,0,1,0,0,1
2017,5.9,961,21.304850435,-157.857749403,0,0,0,0,0
2017,10.4,950,47.475319779,-100.118421049,1,1,0,0,0
2017,0.9,1001,21.304850435,-157.857749403,0,0,1,1,1
2017,13.2,1110,41.56266102,-72.649840952,0,1,0,0,0
2017,2,1118,47.475319779,-100.118421049,0,0,0,1,1
2017,1.8,915,21.304850435,-157.857749403,0,0,1,1,0
2017,1.5,895,31.312660644,-92.445680071,1,0,0,0,1
2017,5.6,680,33.998821303,-81.045371207,1,1,0,0,1
2017,0.4,1137,47.475319779,-100.118421049,1,0,1,1,1
2017,7.2,465,31.312660644,-92.445680071,1,0,1,1,0
2017,8.4,950,47.475319779,-100.118421049,0,0,0,1,0
2017,3,941,21.304850435,-157.857749403,0,0,0,0,1
2017,12.9,674,33.998821303,-81.045371207,0,0,0,1,0
2017,1.8,1083,46.355648736,-94.794200503,1,0,0,0,0
2017,1.4,680,33.998821303,-81.045371207,1,0,0,0,1
2017,10.8,595,31.312660644,-92.445680071,1,1,0,0,0
2017,27.2,661,33.998821303,-81.045371207,1,1,0,1,0
2017,8.6,1085,46.355648736,-94.794200503,0,0,0,0,0
2017,8.7,682,31.312660644,-92.445680071,1,0,0,1,1
2017,1.9,659,34.86597028,-111.763811277,0,0,0,0,1
2017,1.1,1648,40.130570048,-74.273691288,1,0,1,1,0
2017,16.6,694,31.312660644,-92.445680071,1,1,0,1,1
2017,14.8,675,33.998821303,-81.045371207,1,1,0,0,0
2017,3.6,1007,38.665510202,-80.712640135,0,0,0,1,1
2017,2.1,894,31.312660644,-92.445680071,0,0,0,0,1
2017,5,977,38.665510202,-80.712640135,0,0,0,0,1
2017,38.6,449,31.312660644,-92.445680071,0,1,0,1,0
2017,1,675,33.998821303,-81.045371207,1,0,1,0,0
2017,1.7,913,21.304850435,-157.857749403,1,0,1,1,0
2017,0.5,977,38.665510202,-80.712640135,0,0,1,0,1
2017,14.5,462,31.312660644,-92.445680071,0,0,0,1,0
2017,3.4,1840,40.130570048,-74.273691288,1,1,0,0,0
2017,21.6,1108,41.641040988001,-99.365720623,0,1,0,0,0
2002,10.7,770,13.444304,144.793731,1,1,0,0,0
2017,10.8,640,38.665510202,-80.712640135,0,0,0,1,0
2017,0.2,1298,32.839681093,-83.627580346,1,0,1,0,0
2017,0.1,680,33.998821303,-81.045371207,1,0,1,0,1
2017,2.9,679,34.86597028,-111.763811277,0,0,0,1,1
2017,17.4,1130,41.641040988001,-99.365720623,1,1,0,1,0
2017,0,984,38.665510202,-80.712640135,1,0,1,0,1
2017,15,624,33.998821303,-81.045371207,0,1,0,1,1
2017,0.8,670,33.998821303,-81.045371207,0,0,1,1,1
2017,4.7,462,31.312660644,-92.445680071,0,0,1,1,0
2017,0.8,1117,41.56266102,-72.649840952,1,1,0,0,0
2017,5.8,1634,40.130570048,-74.273691288,0,0,0,1,0
2017,3,670,33.998821303,-81.045371207,0,0,0,1,1
2017,6.1,1082,46.355648736,-94.794200503,1,1,0,0,0
2017,11.7,960,47.475319779,-100.118421049,1,0,0,1,0
2004,0.3,446,18.335765,-64.896335,1,0,1,1,0
2017,0.2,993,21.304850435,-157.857749403,1,0,1,1,1
2017,2.8,663,33.998821303,-81.045371207,0,0,1,0,0
2017,6.2,915,21.304850435,-157.857749403,0,0,0,1,0
2017,0.8,913,38.635790776,-92.566300053,1,0,0,0,1
2017,4.5,913,21.304850435,-157.857749403,1,0,0,1,0
2017,0.7,737,38.665510202,-80.712640135,1,0,1,0,0
2017,2.2,954,47.475319779,-100.118421049,1,0,0,0,0
2017,0.4,677,33.998821303,-81.045371207,0,0,1,0,1
2017,1.8,935,21.304850435,-157.857749403,1,0,0,0,1
2017,5.3,896,46.355648736,-94.794200503,1,1,0,1,1
2017,1.4,984,38.665510202,-80.712640135,1,0,0,0,1
2017,1.8,666,34.86597028,-111.763811277,1,0,0,1,1
2017,0.6,1007,38.665510202,-80.712640135,0,0,1,1,1
2017,30.3,930,47.475319779,-100.118421049,0,1,0,0,0
2017,3.5,673,33.998821303,-81.045371207,1,0,0,1,1
2017,3.4,1845,40.130570048,-74.273691288,0,0,0,0,0
2017,0.2,1122,47.475319779,-100.118421049,1,0,1,0,1
2017,3.6,1098,46.355648736,-94.794200503,0,0,1,1,0
2017,32.8,583,31.312660644,-92.445680071,0,1,0,0,0
2017,1,993,21.304850435,-157.857749403,1,0,0,1,1
2017,12.7,672,33.998821303,-81.045371207,1,1,0,1,1
2017,12,874,38.635790776,-92.566300053,0,1,0,1,1
2017,8.1,1123,41.641040988001,-99.365720623,0,0,0,1,0
2017,3.6,1112,46.355648736,-94.794200503,1,0,1,1,0
2017,2.2,1006,38.665510202,-80.712640135,1,0,1,1,1
2017,20.2,945,21.304850435,-157.857749403,0,1,0,0,0
2017,31.1,931,47.475319779,-100.118421049,0,1,0,1,0
2017,0.2,894,31.312660644,-92.445680071,0,0,1,0,1
2017,10.4,883,46.355648736,-94.794200503,0,1,0,1,1
2017,12.5,730,38.665510202,-80.712640135,1,1,0,0,0
2017,5.4,689,31.312660644,-92.445680071,0,0,0,1,1
2017,2.9,946,47.475319779,-100.118421049,0,0,1,0,0
2017,0.4,955,21.304850435,-157.857749403,1,0,1,0,0
2017,1.9,955,21.304850435,-157.857749403,1,0,0,0,0
2017,1.1,954,47.475319779,-100.118421049,1,0,1,0,0
2017,10.7,1644,40.130570048,-74.273691288,1,1,0,1,0
2017,11.9,1095,47.475319779,-100.118421049,0,1,0,0,1
2017,26.5,1106,41.641040988001,-99.365720623,0,1,0,1,0
2017,0.4,679,34.86597028,-111.763811277,0,0,1,1,1
2017,0.2,1140,41.641040988001,-99.365720623,1,0,1,0,0
2017,9,1139,41.641040988001,-99.365720623,1,0,0,1,0
2017,2.8,1139,41.641040988001,-99.365720623,1,0,1,1,0
2017,5.4,1132,41.641040988001,-99.365720623,1,1,0,0,0
2017,3.3,677,33.998821303,-81.045371207,0,0,0,0,1
2017,8.5,916,38.635790776,-92.566300053,0,1,0,0,1
2017,9.8,664,38.665510202,-80.712640135,1,0,1,1,0
2017,29.8,664,38.665510202,-80.712640135,1,1,0,1,0
2017,2.9,1123,41.641040988001,-99.365720623,0,0,1,1,0
2017,3.9,870,38.635790776,-92.566300053,1,0,0,1,1
2017,24.9,958,47.475319779,-100.118421049,1,1,0,1,0
2017,1.5,903,46.355648736,-94.794200503,1,0,0,1,1
2017,0.7,1066,41.56266102,-72.649840952,0,0,1,1,0
2017,1.6,1127,41.641040988001,-99.365720623,0,0,1,0,0
2017,9.9,1079,47.475319779,-100.118421049,0,1,0,1,1
2000,0.4,516,18.335765,-64.896335,1,0,1,1,0
2017,1.3,662,34.86597028,-111.763811277,1,0,0,0,1
2017,2.8,737,38.665510202,-80.712640135,1,0,0,0,0
2017,6,664,33.998821303,-81.045371207,1,0,1,1,0
2017,1.9,950,47.475319779,-100.118421049,0,0,1,1,0
2017,0.1,1854,40.130570048,-74.273691288,1,0,1,0,0
2017,6.7,1057,41.56266102,-72.649840952,1,1,0,1,0
2017,2.6,1137,47.475319779,-100.118421049,1,0,0,1,1
2017,0.7,870,38.635790776,-92.566300053,1,0,1,1,1
2017,2,682,31.312660644,-92.445680071,1,0,1,1,1
2017,0.2,662,34.86597028,-111.763811277,1,0,1,0,1
2017,3.7,914,38.635790776,-92.566300053,0,0,0,0,1
2017,1.8,591,31.312660644,-92.445680071,1,0,0,0,0
2017,0.6,666,34.86597028,-111.763811277,1,0,1,1,1
2017,9.5,946,47.475319779,-100.118421049,0,0,0,0,0
2017,0.1,924,46.355648736,-94.794200503,0,0,1,0,1
2017,9.9,1112,46.355648736,-94.794200503,1,0,0,1,0
2017,0.1,941,21.304850435,-157.857749403,0,0,1,0,1
2004,16.2,771,18.335765,-64.896335,0,1,0,1,1
2017,12.2,919,21.304850435,-157.857749403,0,1,0,0,1
2017,35,641,33.998821303,-81.045371207,0,1,0,0,0
2017,28.8,1096,46.355648736,-94.794200503,0,1,0,1,0
2017,4.1,1122,47.475319779,-100.118421049,1,1,0,0,1
2017,1.8,898,46.355648736,-94.794200503,0,0,0,1,1
2017,0.3,898,46.355648736,-94.794200503,0,0,1,1,1
2017,4.2,1066,41.56266102,-72.649840952,0,0,0,1,0
2017,3,640,38.665510202,-80.712640135,0,0,1,1,0
2017,0.3,1845,40.130570048,-74.273691288,0,0,1,0,0
2017,14.9,620,34.86597028,-111.763811277,0,1,0,1,1
2017,0.2,1083,46.355648736,-94.794200503,1,0,1,0,0
2017,18,465,31.312660644,-92.445680071,1,0,0,1,0
2017,6.2,908,31.312660644,-92.445680071,1,1,0,0,1
2017,35.6,638,33.998821303,-81.045371207,0,1,0,1,0
2017,9.7,719,38.665510202,-80.712640135,0,0,0,0,0
2017,4.4,663,34.86597028,-111.763811277,1,1,0,0,1
2017,8,1134,47.475319779,-100.118421049,1,1,0,1,1
2017,0.6,914,38.635790776,-92.566300053,0,0,1,0,1
2017,1.5,1140,41.641040988001,-99.365720623,1,0,0,0,0
2017,15.4,1006,38.665510202,-80.712640135,1,1,0,1,1
2017,36.4,722,38.665510202,-80.712640135,0,1,0,0,0
2017,0.1,903,46.355648736,-94.794200503,1,0,1,1,1
2017,1.5,673,33.998821303,-81.045371207,1,0,1,1,1
2017,0.8,1854,40.130570048,-74.273691288,1,0,0,0,0
2017,10.7,620,34.86597028,-111.763811277,0,1,0,0,1
2017,0.4,1120,41.56266102,-72.649840952,0,0,1,0,0
2017,11.1,663,33.998821303,-81.045371207,0,0,0,0,0
2017,0.4,874,38.635790776,-92.566300053,0,0,1,1,1
2017,1.8,689,31.312660644,-92.445680071,0,0,1,1,1
2017,0.9,1058,41.56266102,-72.649840952,1,0,1,1,0
2017,1.6,923,46.355648736,-94.794200503,1,1,0,0,1
2017,2.1,913,38.635790776,-92.566300053,1,1,0,0,1
2017,3.3,1001,21.304850435,-157.857749403,0,0,0,1,1
2017,0.3,1118,47.475319779,-100.118421049,0,0,1,1,1
2017,27,1080,46.355648736,-94.794200503,0,1,0,0,0
2017,16.1,1048,41.56266102,-72.649840952,0,1,0,1,0
2017,3.9,674,33.998821303,-81.045371207,0,0,1,1,0
2017,0.3,1112,41.56266102,-72.649840952,1,0,0,0,0
2017,0.1,1107,47.475319779,-100.118421049,0,0,1,0,1
2017,5.5,984,38.665510202,-80.712640135,1,1,0,0,1
2017,1.5,961,21.304850435,-157.857749403,0,0,1,0,0
2017,0.3,923,46.355648736,-94.794200503,1,0,0,0,1
2017,1.8,1122,47.475319779,-100.118421049,1,0,0,0,1
2017,3.3,874,38.635790776,-92.566300053,0,0,0,1,1
2017,0.1,935,21.304850435,-157.857749403,1,0,1,0,1
2017,2.3,1085,46.355648736,-94.794200503,0,0,1,0,0
2017,2.7,1107,47.475319779,-100.118421049,0,0,0,0,1
2017,5.1,1648,40.130570048,-74.273691288,1,0,0,1,0
2017,2.7,1120,41.56266102,-72.649840952,0,0,0,0,0
2017,12.3,664,33.998821303,-81.045371207,1,0,0,1,0
2017,12.5,589,31.312660644,-92.445680071,0,0,0,0,0
2017,0,591,31.312660644,-92.445680071,1,0,1,0,0
2017,21.6,888,21.304850435,-157.857749403,0,1,0,1,0
2017,0.2,913,38.635790776,-92.566300053,1,0,1,0,1
2017,19,1110,46.355648736,-94.794200503,1,1,0,1,0
2017,16.2,657,33.998821303,-81.045371207,0,1,0,0,1
2017,2.4,1058,41.56266102,-72.649840952,1,0,0,1,0
2017,16.7,981,38.665510202,-80.712640135,0,1,0,0,1
2017,1.8,924,46.355648736,-94.794200503,0,0,0,0,1
2017,0.3,895,31.312660644,-92.445680071,1,0,1,0,1
2017,36.3,644,38.665510202,-80.712640135,0,1,0,1,0
2017,17.7,649,31.312660644,-92.445680071,0,1,0,1,1
2017,5.9,675,33.998821303,-81.045371207,1,0,0,0,0
2017,8.5,869,38.635790776,-92.566300053,1,1,0,1,1
2017,9.9,967,21.304850435,-157.857749403,0,1,0,1,1
2017,6.2,1127,41.641040988001,-99.365720623,0,0,0,0,0
2017,16.5,1830,40.130570048,-74.273691288,0,1,0,0,0
2017,31.8,473,31.312660644,-92.445680071,1,1,0,1,0
2017,16.7,664,38.665510202,-80.712640135,1,0,0,1,0
2017,8.7,918,46.355648736,-94.794200503,0,1,0,0,1
2017,10.1,1098,46.355648736,-94.794200503,0,0,0,1,0
2017,5.8,670,34.86597028,-111.763811277,1,1,0,1,1
2017,18.2,1602,40.130570048,-74.273691288,0,1,0,1,0
2017,3.1,589,31.312660644,-92.445680071,0,0,1,0,0
2017,1.1,1634,40.130570048,-74.273691288,0,0,1,1,0
2017,0,923,46.355648736,-94.794200503,1,0,1,0,1
2017,7,1006,38.665510202,-80.712640135,1,0,0,1,1
2017,4.8,960,47.475319779,-100.118421049,1,0,1,1,0
2017,0,1112,41.56266102,-72.649840952,1,0,1,0,0
2000,0.1,704,18.335765,-64.896335,1,0,1,0,1
2000,18.2,627,18.335765,-64.896335,0,1,0,1,1
2017,7.7,1570,44.353130053,-100.373530637,1,1,0,1,1
2017,16.3,557,40.060210141,-82.404260056,1,1,0,1,0
2017,1.8,876,32.745510099,-89.538030825,0,0,0,1,1
2017,9.3,599,40.060210141,-82.404260056,0,1,0,1,1
2017,0.2,1563,44.353130053,-100.373530637,1,0,1,0,1
2017,2.6,593,40.060210141,-82.404260056,1,1,0,0,1
2017,0.7,452,40.060210141,-82.404260056,1,0,1,0,0
2017,1.8,888,32.745510099,-89.538030825,0,0,1,0,0
2017,4.8,1302,32.839681093,-83.627580346,0,0,0,0,0
2017,11.4,857,32.745510099,-89.538030825,1,1,0,1,1
2017,0.5,1604,44.353130053,-100.373530637,1,0,1,1,1
2017,4.2,1578,35.466220975,-79.159250463,1,0,1,1,0
2017,11.3,749,32.745510099,-89.538030825,0,1,0,0,1
2017,1,1302,32.839681093,-83.627580346,0,0,1,0,0
2017,9.9,1550,35.466220975,-79.159250463,0,0,0,1,0
2017,6.2,888,32.745510099,-89.538030825,0,0,0,0,0
2017,1.1,780,32.745510099,-89.538030825,0,0,0,0,1
2017,14,842,32.745510099,-89.538030825,0,1,0,1,1
2017,4.3,1559,44.353130053,-100.373530637,1,1,0,0,1
2017,0.7,1542,35.466220975,-79.159250463,1,0,1,1,1
2017,2.5,1263,32.839681093,-83.627580346,0,0,1,1,0
2017,21.2,912,32.745510099,-89.538030825,1,1,0,1,0
2017,2.2,1596,35.466220975,-79.159250463,0,0,0,0,1
2017,3.1,916,32.745510099,-89.538030825,1,0,0,0,0
2017,0.3,786,32.745510099,-89.538030825,1,0,1,0,1
2017,4.6,1606,35.466220975,-79.159250463,1,1,0,0,1
2017,4.6,872,32.745510099,-89.538030825,1,0,0,1,1
2017,2.9,561,40.060210141,-82.404260056,1,0,1,1,0
2017,1.4,1610,35.466220975,-79.159250463,1,0,0,0,1
2017,27.3,536,40.060210141,-82.404260056,0,1,0,1,0
2017,3.3,1604,44.353130053,-100.373530637,1,0,0,1,1
2017,1.6,1495,35.466220975,-79.159250463,0,0,1,0,0
2017,8.4,1537,35.466220975,-79.159250463,1,1,0,1,1
2017,11.8,1524,35.466220975,-79.159250463,0,1,0,1,1
2017,2.3,1555,44.353130053,-100.373530637,0,0,0,0,1
2017,0.5,876,32.745510099,-89.538030825,0,0,1,1,1
2017,28.6,1562,35.466220975,-79.159250463,0,1,0,1,0
2017,3.1,1542,35.466220975,-79.159250463,1,0,0,1,1
2017,2,1563,44.353130053,-100.373530637,1,0,0,0,1
2017,1.2,916,32.745510099,-89.538030825,1,0,1,0,0
2017,15.1,1232,32.839681093,-83.627580346,1,0,0,1,0
2017,0,596,40.060210141,-82.404260056,1,0,1,0,1
2017,9.4,1521,44.353130053,-100.373530637,0,1,0,0,1
2017,1.1,452,40.060210141,-82.404260056,1,0,0,0,0
2017,0.4,1510,35.466220975,-79.159250463,1,0,1,0,0
2017,11,1263,32.839681093,-83.627580346,0,0,0,1,0
2017,10.4,1578,35.466220975,-79.159250463,1,0,0,1,0
2017,9.1,892,32.745510099,-89.538030825,1,1,0,0,0
2017,32.7,853,32.745510099,-89.538030825,0,1,0,1,0
2017,0.6,604,40.060210141,-82.404260056,0,0,0,0,1
2017,20.7,1567,35.466220975,-79.159250463,1,1,0,1,0
2017,0.4,1596,35.466220975,-79.159250463,0,0,1,0,1
2017,2.8,1528,35.466220975,-79.159250463,0,0,0,1,1
2017,1.8,906,32.745510099,-89.538030825,0,0,1,1,0
2017,8.2,906,32.745510099,-89.538030825,0,0,0,1,0
2017,5.8,1297,32.839681093,-83.627580346,1,1,0,0,0
2017,7.8,1495,35.466220975,-79.159250463,0,0,0,0,0
2017,8,561,40.060210141,-82.404260056,1,0,0,1,0
2017,0.4,596,40.060210141,-82.404260056,1,0,0,0,1
2017,1.5,786,32.745510099,-89.538030825,1,0,0,0,1
2017,8.6,1562,44.353130053,-100.373530637,0,1,0,1,1
2017,23.9,1499,35.466220975,-79.159250463,0,1,0,0,0
2017,0.2,1555,44.353130053,-100.373530637,0,0,1,0,1
2017,0.3,1528,35.466220975,-79.159250463,0,0,1,1,1
2017,1.7,606,40.060210141,-82.404260056,1,0,0,1,1
2017,2.3,1550,35.466220975,-79.159250463,0,0,1,1,0
2017,10.2,925,32.745510099,-89.538030825,1,0,0,1,0
2017,22.9,1227,32.839681093,-83.627580346,1,1,0,1,0
2017,23.6,1293,32.839681093,-83.627580346,0,1,0,0,0
2017,9,1594,35.466220975,-79.159250463,0,1,0,0,1
2017,1.3,614,40.060210141,-82.404260056,0,0,0,1,1
2017,6.4,446,40.060210141,-82.404260056,0,0,0,0,0
2017,10.5,562,40.060210141,-82.404260056,0,0,0,1,0
2017,0.2,614,40.060210141,-82.404260056,0,0,1,1,1
2017,33.6,856,32.745510099,-89.538030825,0,1,0,0,0
2017,1.8,1593,44.353130053,-100.373530637,0,0,0,1,1
2017,1.3,872,32.745510099,-89.538030825,1,0,1,1,1
2017,8.6,1232,32.839681093,-83.627580346,1,0,1,1,0
2017,1.9,446,40.060210141,-82.404260056,0,0,1,0,0
2017,5,448,40.060210141,-82.404260056,1,1,0,0,0
2017,0,604,40.060210141,-82.404260056,0,0,1,0,1
2017,2,1510,35.466220975,-79.159250463,1,0,0,0,0
2017,1.7,1298,32.839681093,-83.627580346,1,0,0,0,0
2017,0.2,1593,44.353130053,-100.373530637,0,0,1,1,1
2017,3.7,604,40.060210141,-82.404260056,1,1,0,1,1
2017,0.2,780,32.745510099,-89.538030825,0,0,1,0,1
2000,1.8,705,18.335765,-64.896335,1,0,0,1,1
2017,5.2,774,32.745510099,-89.538030825,1,1,0,0,1
2017,0.1,606,40.060210141,-82.404260056,1,0,1,1,1
2017,0.2,1610,35.466220975,-79.159250463,1,0,1,0,1
2017,7.6,1500,35.466220975,-79.159250463,1,1,0,0,0
2017,22.8,438,40.060210141,-82.404260056,0,1,0,0,0
2017,3.7,562,40.060210141,-82.404260056,0,0,1,1,0
2017,4.6,925,32.745510099,-89.538030825,1,0,1,1,0
2004,0,450,18.335765,-64.896335,0,0,1,1,0
2004,14.4,781,18.335765,-64.896335,0,1,0,0,1
2002,10.1,743,13.444304,144.793731,1,0,0,1,0
2002,13,761,13.444304,144.793731,0,0,1,0,0
2007,13.5,826,18.220833,-66.590149,0,1,0,0,1
2004,9.2,455,18.335765,-64.896335,1,1,0,1,0
2004,0.2,579,18.335765,-64.896335,1,0,1,0,0
2004,0.5,861,18.335765,-64.896335,1,0,1,1,1
2004,0.2,846,18.335765,-64.896335,1,0,0,0,1
2000,2.7,679,18.335765,-64.896335,0,0,0,0,1
2007,24.7,851,18.220833,-66.590149,0,1,0,0,0
2000,1.5,516,18.335765,-64.896335,1,0,0,1,0
2002,2.4,809,13.444304,144.793731,0,0,1,0,1
2004,2.8,835,18.335765,-64.896335,0,0,0,0,1
2002,26.2,761,13.444304,144.793731,0,0,0,0,0
2002,3.6,820,13.444304,144.793731,1,0,0,1,1
2002,0.8,820,13.444304,144.793731,1,0,1,1,1
2002,3.5,799,13.444304,144.793731,0,0,1,1,1
2002,8.9,814,13.444304,144.793731,1,1,0,0,1
2002,3.4,818,13.444304,144.793731,1,0,0,0,1
2007,17.7,703,18.220833,-66.590149,0,1,0,1,1
2000,0.4,679,18.335765,-64.896335,0,0,1,0,1
2004,0.1,859,18.335765,-64.896335,0,0,1,1,1
2002,10.2,816,13.444304,144.793731,1,1,0,1,1
2002,17.4,731,13.444304,144.793731,0,0,1,1,0
2002,71.3,716,13.444304,144.793731,0,1,0,1,0
2002,67.3,757,13.444304,144.793731,0,1,0,0,0
2000,34.9,492,18.335765,-64.896335,0,1,0,1,0
2004,0.2,577,18.335765,-64.896335,0,0,1,0,0
2002,21.3,723,13.444304,144.793731,1,1,0,1,0
2004,1.5,861,18.335765,-64.896335,1,0,0,1,1
2000,3.2,631,18.335765,-64.896335,0,0,0,0,0
2000,4.7,499,18.335765,-64.896335,0,0,0,1,0
2002,12.3,809,13.444304,144.793731,0,0,0,0,1
2000,17.3,659,18.335765,-64.896335,0,1,0,0,1
2002,36.9,782,13.444304,144.793731,0,1,0,1,1
2000,6.3,634,18.335765,-64.896335,1,1,0,0,0
2000,7.2,692,18.335765,-64.896335,1,1,0,0,1
